,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
ERR475481,9.2627,7.1896,2.6657,7.8486,7.7399,4.5064,6.4699,3.426,2.6823,7.1889,6.5123,10.2049,6.8294,5.671,7.5908,7.6163,5.421,6.2676,6.6329,5.7041,7.6701,5.2659,6.3381,0.2476,7.5504,0.0,3.6482,6.9692,5.7284,4.4195,0.0,0.1559,2.4767,2.1432,4.1559,3.6585,4.9666,5.9393,5.0735,5.0205,0.0,6.7518,0.0014,0.0,4.049,3.3637,4.6526,5.2954,0.0,5.5011,0.0,4.3111,0.0,2.0281,3.9145,0.0,4.9252,4.9039,0.0,3.2383,0.0,7.1267,5.9755,3.0821,4.2331,0.5165,5.8096,4.7582,0.0,0.5898,0.0,4.4403,3.5867,0.0,4.1975,2.6105,0.0231,4.2195,0.0,0.1856,0.0,2.7782,0.0,0.0,3.3947,0.0,0.0,3.5781,0.0,1.4683,3.109,0.0,2.4685,0.0,0.0,0.0318,0.0,0.0,3.3167,0.0,1.4042,2.2271,0.0,0.0,2.4743,0.4243,0.0,3.9297,4.9189,2.4965,0.0,5.5061,0.8833,0.0,0.0,0.0,0.0,3.4753,4.9135,3.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7865,0.0,0.0,2.4276,0.0,2.0775,0.0,2.2966,0.0,2.1749,0.0,0.0,0.9743,1.0884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475482,4.3175,9.2636,0.0173,5.1891,9.153,3.2035,5.2622,9.2367,4.9192,6.3467,7.0739,0.0,5.3573,3.8669,1.2716,5.0995,6.3008,4.7338,4.3614,7.3881,5.5888,5.0414,3.7352,7.8272,6.5125,4.1884,5.4724,0.0,0.0099,4.9873,0.0,5.5286,5.6468,4.8666,5.4839,4.2964,7.1601,3.4264,3.0625,5.8515,0.0,4.085,6.0848,0.0,5.6282,0.0,5.5249,6.0514,0.0,0.0,7.8051,0.0,0.0,3.3675,4.954,0.0,0.0,0.0,5.4818,0.0,2.1764,0.0,3.2795,0.1673,0.0,0.0,4.4248,3.8522,0.0,0.0,3.068,0.0,3.1911,4.4258,5.7656,5.0959,3.6394,2.5961,0.0,3.3589,3.7989,0.0,0.0,4.3856,0.0,0.0,4.0081,2.7662,0.0,0.0591,0.0,0.0,4.738,0.0,4.3283,2.0445,0.0,0.0,3.9938,3.2186,4.7709,5.0665,5.5349,0.0,0.0,0.0,6.0008,0.0,3.548,0.0,2.014,4.9833,3.1958,0.0,0.0,0.2091,0.0,0.0,0.0,0.0,0.0,0.0,2.1371,3.4414,0.0,3.5306,0.0,2.9346,2.206,0.0,0.0,2.7588,1.7628,0.0,0.0,1.653,0.1079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1902,0.1637,5.3537,0.0,0.0,0.0,2.2878,0.0,0.0,0.0,2.6943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475483,5.5889,9.8191,5.7798,6.5976,9.4,3.0605,0.809,7.5495,0.0,7.2174,8.2043,0.0,7.2943,5.3032,6.4153,7.8494,5.7002,5.3249,7.8095,7.4662,5.5072,0.5241,4.136,6.3409,5.7567,0.0,4.5612,2.9889,6.1114,6.4916,0.0,0.0,2.4267,3.0686,4.3246,5.1846,0.3259,5.7099,0.0,0.4646,0.0,4.3316,2.3067,4.0782,0.0,0.0,5.064,5.2746,0.0,0.0,0.0,3.4817,0.0,2.9063,4.4192,3.6478,2.6062,0.0,6.4602,1.7289,0.0,0.0,3.7629,3.8479,2.4822,2.0629,4.0196,4.2181,0.0,0.0,0.0,3.357,3.7724,2.419,4.3762,4.7914,0.0,3.0127,0.0,0.0,0.0,5.6081,0.0,0.0,3.067,0.0,0.0,5.6157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8521,0.0,0.0,2.826,0.0,1.898,2.608,0.0,0.0,0.0,0.0,1.1332,1.8805,2.3326,0.0,0.0,0.5023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2535,0.0,0.0,0.0,1.8561,4.1515,0.0,0.0,2.3487,0.0,0.0,0.0,0.1992,0.0,0.0,0.0,0.0,0.0,1.3933,0.0,0.0,0.0,2.8672,0.0,2.3008,0.0,0.0,0.0,0.0,0.0,1.9038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475484,8.0278,7.4747,9.7182,8.0728,6.6839,9.2921,6.5359,4.5736,6.4985,6.8505,4.5515,0.0,6.0289,4.8626,8.0304,5.7222,3.9378,6.2489,6.5854,5.4445,7.6016,5.6819,7.0396,6.8917,6.1827,0.7642,4.8039,5.793,7.3467,5.9254,0.5482,7.4124,0.0,5.492,4.6859,4.2751,4.5741,5.1312,4.1776,3.1894,5.8524,4.6983,6.8228,0.0,6.8809,4.6737,4.4226,3.686,0.0,4.0917,0.0,5.0979,0.2171,0.0,2.7826,5.3651,3.0202,6.1709,0.0,5.8073,2.2396,0.0,2.9357,4.2521,4.8119,4.5264,2.9049,3.4897,0.0,0.0,0.0,3.8819,5.0947,2.9587,3.312,0.0,0.0,4.2391,0.0,0.0,0.0826,4.2977,0.0,3.3862,5.0064,0.0,0.0,4.5109,0.0,2.8245,4.822,0.0,1.9905,0.0,0.0,0.0,0.0,0.0,4.5273,0.0,0.0,2.94,0.0,4.3526,4.2821,0.0,5.3757,4.9571,3.9763,0.0,0.0,2.0225,0.0,2.1823,0.0,0.0,2.494,4.143,4.434,0.0,0.0,0.0,0.0,0.0,0.0235,1.8871,0.0,0.3018,0.0,1.8935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475485,7.3417,6.8267,9.4044,6.0092,6.4239,6.5541,7.099,9.4508,0.0,6.5955,5.0473,0.0654,6.4749,4.1183,5.7443,4.1848,0.1522,6.695,5.5293,6.4055,7.6172,5.6372,5.7897,6.5772,4.6036,7.6999,5.784,4.8926,4.9713,5.2435,7.8975,2.7903,0.0,5.6998,4.04,5.0186,2.7839,5.5209,0.0,0.0,6.3523,7.5307,2.3792,5.4467,2.0831,0.0,2.6759,3.6763,9.0281,2.1627,0.0,0.4064,9.1846,4.1905,1.8999,0.0,3.8811,6.5096,1.5849,2.5205,0.0031,5.1637,4.738,0.0256,0.0241,5.184,3.0913,4.5868,5.5259,0.0,0.0,3.5344,3.8344,3.3976,5.5688,0.0,0.0,5.0147,7.4452,0.0,0.0,3.1479,0.0,0.0,3.8034,6.3484,5.7766,4.6486,0.0,0.0,4.3249,4.8393,0.0,0.0,0.0,3.5698,0.0,2.5937,0.0,0.0,2.0759,0.0,0.0,0.0,0.0,0.0,0.0,1.5957,0.0,3.3467,0.0,0.0,4.0289,0.0,0.0,0.1027,0.0,2.7833,0.0,3.8794,2.4044,0.0,0.0,5.9088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475486,0.1607,9.3863,0.0,3.6949,0.0,7.2432,4.2036,5.3432,1.8093,3.187,9.1846,0.0,6.3045,4.6433,1.9773,2.6056,6.7779,4.106,4.7622,7.0337,0.2235,0.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5679,4.5653,0.0,4.3859,0.0,2.3022,0.0,0.0,8.4577,0.0,0.0,3.0017,0.0,0.0,0.0,3.1799,4.8481,0.0,0.0,0.0,0.0,0.0,0.4043,3.0206,0.0,2.2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5316,0.0,0.0,0.0,0.0,0.0,0.0,3.542,0.0,0.0,2.2718,0.0,0.0,3.1173,4.5691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2368,0.0,0.0,2.3299,0.0,0.0,0.0,0.0,0.0,0.0,3.1994,0.0,1.9195,0.0,1.3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556,0.0,2.5729,0.0,0.0,2.2595,1.9163,0.0,0.0,0.0,0.0,0.0,3.8256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4522,0.0
ERR475487,4.6569,9.2434,3.8362,5.6128,8.4745,6.147,6.8196,6.2679,0.0,7.7159,7.3559,4.1203,7.4606,5.7973,1.8192,7.3609,5.0584,4.9128,7.4447,6.8137,6.6577,2.7405,3.7478,4.4028,6.207,0.0,6.3856,0.0167,4.9203,3.6376,2.0343,0.0,0.0,2.5602,4.7678,3.1801,5.4062,4.8777,5.3497,7.745,0.0,4.5148,4.8266,6.1355,5.033,0.0,4.491,5.4212,0.0,0.1787,0.0,2.5426,0.0,1.3534,2.9267,0.0,0.0,0.0,3.0488,0.0,0.0,0.0,0.0,3.0182,0.0,0.0811,1.8994,0.0,0.0,0.0,0.0,0.0,4.726,1.957,5.2978,0.0,0.0,2.2918,0.0,0.0,3.3548,5.2414,0.0,0.0,0.0,0.0,0.0,6.5907,0.0,0.0,0.0,0.0,1.8877,0.0,0.0,5.0047,0.0,0.0,3.1061,1.1226,0.0,3.509,0.0,0.0,0.0,0.0,0.0,1.9515,3.9809,0.0,0.1076,2.8385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2461,0.0,3.8289,0.0,0.0,1.5792,3.9064,0.0,0.0,0.0,0.0,0.0,0.0,1.0384,0.0,0.0,0.0,0.0,0.0,1.5905,0.0,1.8276,0.0,0.0,0.0,0.0,0.0,0.2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.682,0.0
ERR475488,7.9408,7.9025,0.8301,8.3254,7.8061,4.0344,6.7949,4.0303,1.8402,8.1295,4.8989,0.0,6.9563,5.8014,6.3121,7.2115,4.3336,6.408,5.8813,5.0108,6.6054,4.8993,4.8959,5.282,6.8703,0.0,5.0875,3.8567,7.1292,7.4882,0.0,0.0,0.0,5.4426,3.1627,7.2824,6.8295,5.7189,5.1373,3.4531,7.5882,2.4411,6.0064,0.0,8.0915,1.8447,4.8699,4.6918,0.0,1.7195,0.0,5.8242,0.0,3.7743,0.0,5.0667,2.7351,0.0,6.184,3.7848,0.0,0.0,3.9248,4.8695,4.1242,5.2626,5.8356,3.8606,0.0,0.0,0.0,5.0547,3.2222,0.0,2.7653,0.0,0.0,4.5838,0.1397,1.5471,4.3201,4.8211,0.0,0.0,5.8555,0.0,0.0,4.8175,0.0,0.336,5.3285,0.0,0.0,6.5292,0.0,4.6098,7.3168,0.0,3.6824,1.8038,3.0147,5.6503,0.0,0.0,0.0,0.0,3.808,3.1851,2.6807,1.6268,0.0,4.7768,0.0,0.0,0.0,0.0,0.0,0.0,3.8165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.678,0.0,0.0,5.1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772,0.0,0.0,0.0,0.0,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475491,9.6864,7.9467,0.0,7.2081,6.6676,0.3143,0.0,4.8807,4.8037,5.1093,3.3259,0.0,6.5114,4.3046,0.0,4.254,6.0942,5.6919,5.7767,0.0,1.7734,7.0328,5.6639,0.0,0.0,7.8374,0.0,5.0905,0.0,3.3022,6.5815,4.0379,6.0938,0.0,0.0,0.0,4.7429,0.0,0.0,3.101,0.0,0.0,1.6531,6.3846,0.0,0.0,5.1938,3.5216,8.3827,4.5963,3.4111,0.0,6.4354,0.0,3.1928,0.0,3.9874,0.0,3.4204,3.7612,4.7974,0.0,2.3945,0.0,0.0,0.0,4.7866,2.2831,0.0,0.0,6.5355,0.0,0.0,2.3346,0.0,5.7265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9395,0.3369,0.0,0.0,0.0,6.5565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1235,3.935,3.8007,0.0,0.0,4.1506,0.0,0.0,2.4194,0.0,0.0,0.0,0.0,3.0202,0.0,0.0,0.0,0.0,2.3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8407,0.0,0.0,0.0,0.0,0.0,0.1861,0.0,2.0943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475492,8.2471,8.1994,3.8494,8.4054,6.7806,5.0967,7.0444,4.7112,3.9344,7.6565,7.3764,6.3782,5.8864,4.5189,6.8947,6.5261,5.1042,5.4994,5.3108,6.4149,6.608,6.1202,4.9386,0.0,6.5036,0.0,3.3109,4.7593,6.3877,6.2527,0.2717,0.0,0.0,0.0169,5.1143,5.0074,0.8312,6.0252,6.5141,4.2371,0.0,4.7519,5.2073,0.0,4.3632,0.1006,5.4213,4.4196,0.0,3.9479,0.0,4.9637,0.0,0.0,0.0,5.3926,4.2277,0.0,0.0,2.7354,2.3439,0.0,1.6345,3.5715,4.9526,4.9249,4.9113,2.7011,0.0,0.0,0.0,5.512,0.0,0.0,2.2932,3.9228,0.0,4.3742,0.0,0.0,4.7658,2.6777,0.0,0.0,0.4132,0.0,0.0,3.0532,0.0,4.5045,4.8518,4.6323,0.0,4.9694,0.0,0.0893,7.2875,0.0,2.8211,0.0,2.5146,3.3411,0.0,0.0,4.8542,0.0,1.6956,2.5121,2.4193,0.0,0.0,4.4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5321,0.0,0.0,0.0,0.0,0.0,0.0,0.1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475493,9.3703,9.8366,0.0,10.2367,9.9395,3.7195,9.4253,7.0529,5.2226,9.1875,7.9146,3.5676,7.8565,7.0514,6.9546,8.0227,6.9241,9.0504,7.7736,8.1534,7.6496,6.9722,6.9616,6.1065,8.6705,0.0,6.4216,3.275,7.8091,8.7309,7.8216,0.0,0.0,5.8848,6.8402,7.6186,6.2182,7.688,7.1474,3.9423,0.0,6.3126,7.2216,0.0,7.9116,6.4356,7.0823,6.5579,0.0,3.6856,0.0,7.51,0.0,6.2887,0.0,6.605,4.3704,0.0,4.5029,5.2596,3.827,0.0,3.4778,6.4552,6.0821,5.5734,5.403,0.147,0.0,0.0,1.1527,0.0,3.892,3.9075,5.3744,0.0,0.0,4.9783,0.0,0.0,6.062,5.6988,0.0,0.0,4.9995,0.0,0.0,5.7275,0.0,8.1,6.5581,6.9784,0.0,8.1069,0.0,0.0,0.0,0.0,5.5897,1.6063,4.1204,6.208,0.0,3.828,3.9934,0.0,5.8478,6.3576,4.519,2.8275,0.0,2.5305,0.0,1.6228,6.5415,0.0,0.0,4.7029,0.0,0.0,0.5107,0.0,0.1193,0.0,3.8,1.9873,0.0,0.0,0.0,4.6854,0.0,0.0,0.0,0.0,0.0,0.0,3.2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5463,0.0,0.0,0.0,1.1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475494,8.2278,7.8646,2.8608,7.9497,9.0804,0.2571,7.2111,6.6892,7.608,7.3657,6.0493,0.0,5.7417,6.6284,0.0,7.5807,5.0607,5.0159,6.2996,6.417,7.5396,5.9322,5.9092,5.7105,5.4895,0.0,6.1042,4.3951,8.1036,5.1978,7.6808,0.0,0.0,6.9831,4.8694,6.9706,3.8901,4.2305,5.0815,5.5527,0.0,6.3649,6.6274,6.7107,4.9757,5.8058,2.8806,6.3433,0.0,5.0745,0.0,4.1434,0.0,5.1155,4.3284,0.0,0.0,0.0,3.7661,1.8068,3.3494,6.9643,0.0,5.639,3.4216,0.0,4.804,4.57,0.0,0.0,0.0,0.0,0.0,0.0,5.2457,0.0,0.0,4.5038,0.0,0.0,5.9555,4.7689,0.0,0.0,3.0216,0.0,0.0,5.3845,0.0,2.7659,0.0,0.0,2.5103,0.0,0.0,4.517,0.0,0.0,3.1398,4.6522,2.3877,5.5691,0.0,2.1311,0.0,0.0,0.0,1.617,3.7424,0.0,0.0,0.008,0.0,3.0296,7.4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3798,1.7095,3.3442,0.0,0.0,0.0,0.0,3.9824,0.0,0.0,2.4991,0.0,2.9252,0.0,1.2797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475495,8.5418,8.3154,2.5198,9.37,8.1742,4.433,7.9083,5.1648,2.2516,8.3981,5.2331,8.3199,7.1187,6.1537,7.7276,7.9804,4.4559,7.3167,6.4092,6.054,6.7887,5.9923,6.6269,0.0,7.1059,0.0,6.3208,5.9762,5.6402,7.4008,0.6507,0.318,0.0,5.6949,5.7827,7.0207,6.07,6.5299,5.1299,3.2977,0.0035,5.5674,5.9251,0.0,6.8308,4.9879,6.0644,5.4868,0.0,5.2232,0.0,5.101,0.0,2.3024,1.8459,5.2557,0.0,0.0,4.1537,4.469,3.6822,0.0,2.7956,4.5968,4.8488,4.843,5.5072,4.1833,3.4186,0.0,0.0,5.9087,4.2459,0.0,4.0915,0.0,0.0,4.2235,0.0,3.1557,5.3173,4.6078,0.0,0.0,4.215,0.0,0.0,3.9949,0.0,3.9483,5.3321,8.5527,0.0,0.4485,0.0,0.0,0.0,0.0,4.1767,2.3341,1.2392,5.512,0.0,2.6147,1.573,0.0,4.652,4.912,3.1504,0.0,0.0,3.9641,1.7944,2.0143,0.0,0.0,0.0,4.349,0.0,0.0,2.8578,0.0,0.0,0.0,1.9012,0.0,0.0,0.0,0.0,3.5906,0.0,0.0,0.0,0.0,0.0,0.0,0.3854,0.0,4.0563,0.0,2.3989,0.0,0.0,0.0,1.8019,0.0,0.0,0.0,0.0,0.0,1.9402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475497,10.8577,10.6282,3.3762,11.6114,10.1078,4.24,10.4383,8.7203,3.8416,10.4783,9.1345,0.0,9.1139,8.9741,3.1574,8.1092,8.5808,9.3328,8.783,8.5034,5.8514,8.4029,5.2898,2.783,6.4291,0.0,7.4089,4.161,8.6782,7.9693,5.4761,0.0,5.9059,2.5396,8.5285,9.5432,7.8558,0.0,3.4312,8.7065,0.0,0.0,7.943,0.0,8.2637,8.7691,7.3077,6.4994,0.0,5.7786,0.0,6.5058,3.5623,7.9694,0.537,7.4147,0.0,0.0,0.0,5.3099,6.768,0.0,0.0,0.1196,7.4262,0.0,7.2734,3.1122,0.1345,0.0,0.0,0.0,0.0,4.6025,5.3622,0.6153,0.0,3.2915,0.0,2.7593,3.718,6.3443,0.0,0.0,3.3763,1.5425,2.0608,4.6355,0.0,5.4634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4211,4.3207,3.9239,1.8394,0.0,0.0,0.0,2.2436,0.0,6.2941,0.0,0.0,4.9901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7706,0.0,0.0,0.0,0.4179,0.0,0.0,0.0,0.0,0.0,0.0,2.0573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5201,0.0,0.0,0.0,2.2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475499,10.2788,8.4971,8.8581,8.3439,8.6161,8.7913,4.6899,5.2577,9.5977,8.4397,7.2041,9.8252,8.0082,4.4859,0.4068,8.6449,0.0,5.3812,8.4319,5.7345,10.6958,5.7162,9.0936,0.0,10.0037,2.6376,4.1634,5.19,5.5506,4.5215,8.2212,0.0485,6.3172,6.9037,5.4058,4.3704,7.2015,8.3868,5.9054,7.6178,5.2294,8.8663,3.675,0.0,6.4453,0.0,0.0,6.5979,0.0,6.8245,7.3038,5.0249,0.0,3.4664,6.1929,0.0,4.8081,8.2465,0.0,5.9102,5.0413,4.2168,4.0594,5.6647,6.2624,5.8324,4.7719,6.7976,0.0,4.9977,0.0,7.9123,0.0,0.0,7.0838,0.0,3.449,6.3363,7.273,0.0,3.8886,5.4916,9.2605,0.0,0.0,0.0,6.1102,5.8522,4.1425,4.4973,7.4705,5.5004,6.2297,0.0,0.0487,6.5618,0.0,5.0168,0.0019,0.0,4.6697,2.7932,7.4562,5.0175,0.0,5.4902,6.0338,6.2276,4.3652,0.0,5.9243,4.5159,8.0871,0.0,0.0,5.1407,0.0,6.9341,0.0,5.0643,6.4615,0.0,0.0,6.0701,4.5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6107,5.0649,2.3226,0.0,4.0807,0.0,0.0,0.0,3.1162,6.3841,0.0,0.0,0.0,0.0257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475500,7.7002,5.542,1.8319,4.291,6.2675,8.7744,4.0597,5.0527,9.2787,6.9499,4.1863,6.0484,3.2013,0.0,7.0652,2.081,2.1091,4.8205,5.3816,4.3106,3.5253,5.9837,5.8936,0.0,8.2436,2.9651,0.0,4.4316,2.9563,3.7841,1.431,2.0052,3.2112,7.0107,3.3906,0.0,5.538,4.2569,5.6655,2.7598,0.0,7.3853,3.4825,0.0,5.853,1.1953,3.4271,4.361,5.6081,2.9153,3.2699,0.0,0.0,0.0,3.9485,0.0,4.5458,0.0411,2.9491,2.3533,4.2972,0.0,3.843,4.5873,2.054,0.0,2.7642,5.6661,0.0,9.1095,0.0,0.0,4.2196,0.0,3.5233,4.2904,2.8495,4.8817,0.0,2.8715,1.8944,0.0,7.5623,0.0,0.0,0.0,1.8437,3.0114,7.2644,3.6098,1.3129,1.533,4.1905,0.0,4.6573,0.0,0.0,1.9921,3.2493,3.5126,0.0,3.6076,0.0,5.4441,3.399,5.2735,2.0578,3.8931,2.7432,0.0,2.4954,3.2309,1.512,0.0,0.0,0.0,2.3154,2.4046,0.0,0.0,0.0,0.0,1.4169,0.0,0.4621,1.9383,0.0,2.4259,1.7155,3.1237,0.0,0.0,0.614,2.0317,0.0,0.6328,0.0,0.0,0.0,0.0,0.0,2.1735,0.0,0.0,4.0727,0.0,3.7444,3.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR475501,12.4613,8.0736,3.8642,7.5015,9.2746,9.5847,3.6951,6.3116,2.4111,3.1269,4.7214,0.0,0.423,0.0,9.9656,0.0,0.0,6.897,8.68,0.0,3.9627,10.8865,8.1617,0.0,2.16,7.3099,0.0,6.6903,0.0,8.0075,0.0,2.524,0.0,5.5728,0.773,0.0,0.0,0.4422,0.0,4.0589,0.0,0.118,5.8866,0.0,2.8355,6.3642,0.0,4.6174,0.0,6.984,3.0761,2.2109,0.0,9.7659,7.4119,0.0,7.025,0.0,3.0469,0.0,8.5358,0.0,0.0,0.0,5.7164,0.0,6.1616,6.7276,0.0,0.0,0.0,0.0,0.0,1.9899,0.0455,0.0,0.0,5.2181,0.0,0.0,4.0201,6.5413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6428,4.9142,0.0,5.4521,0.0,0.0,0.0,0.0,0.1134,0.0,6.3785,0.0,0.0,2.7011,7.7671,0.0,8.0978,0.0,0.0,0.0,6.2719,5.7173,0.0,2.4636,3.7776,0.0,0.0,0.0,5.5596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
